id,question_processed,answer_processed,dataset
3956600,why are cybg shares falling?,"shares in cybg, owner of clydesale, yorkshire and virgin money, have plunged 20% after it warned it faced a hit of up to £450m for new claims for payment protection insurance. this story shows how it could have wider repercussions, pushing the industry bill for claims up to £53bn.",gooaq
4679885570129249181,what drug prolongs the effects of dopamine norepinephrine and serotonin?,"a serotonin -- norepinephrine -- dopamine reuptake inhibitor ( sndri ) , also known as a triple reuptake inhibitor ( tri )",naturalquestions
57280c4bff5b5019007d9bb3,why didn't laserdisk gain popularity in north america?,high costs for the players and video titles themselves and the inability to record tv programming,squad2
-1605807106443861665,when does the antigen affect the valence or number of bonds?,through weak chemical interactions,naturalquestions
7795834725919095677,what general effects do hormones secreted by the adrenal medulla produce?,a rapid response throughout the body in stress situations,naturalquestions
5733445dd058e614000b5808,why was the kingdom of asturias divided?,dynastic divisions of inheritance among the kings offspring,squad2
2830597,what are the causes of poor egg quality?,"age is the most important factor. as a woman ages, her ovaries' ability to produce high-quality eggs starts to diminish; this is particularly true if she has low amh levels. this is a condition known as diminished ovarian reserve (dor) and is the most common cause of infertility for women over 40.",gooaq
5727762cdd62a815002e9d78,how did louis ii of hungary die?,drowned in the csele creek while trying to escape,squad2
3620851090841085522,what effect did the war of 1812 have on the united states?,the main result of the war was two centuries of peace between the united states and britain .,naturalquestions
979131,does benadryl affect restless leg syndrome?,"medications. a number of medications can make rls worse. in particular, anti-nausea drugs and sedating antihistamines (like benadryl) block the brain's dopamine receptors, causing restless legs symptoms. antidepressants that increase serotonin and antipsychotic medications can also aggravate the condition.",gooaq
887434,what plate boundary causes two plates to move away from each other,a divergent boundary causes two plates to move away from each other.,msmarco
5727de793acd2414000dee86,would would a non filled area in a vinyl press cause when listening to a record?,grinding or scratching sound,squad2
-3369820039679080875,why do you die if you drink too much water?,the normal balance of electrolytes in the body is pushed outside safe limits by overhydration ( excessive water intake ),naturalquestions
592680,what causes the mantle to flow,mantle convection is the slow creeping motion of earth's rocky mantle caused by convection currents carrying heat from the interior of the earth to the surface.,msmarco
4004465,why does my stomach hurt after i eat meat?,"meat products are one of the most difficult foods for the human body to digest because the protein contained in meat (especially red meat) is harder for us to break down, and this can cause bloating. large amounts of fatty foods like meat make your stomach empty slower, which also causes bloating or discomfort.",gooaq
kewsz,Why do we get bags under our eyes when we are tired? ,"the bags under our eyes are a result of leaky capillaries, combined with the fact that the skin in that area is very thin and more translucent than other areas of the body.

the occurrence of it varies from person to person really. a lighter skinned person who stays up the same amount of time as a darker skin person might look more tired, but they may have stayed up just as long as them.",eli5
585186,what causes acute renal failure in cats,"toxins, infection or shock.",msmarco
-5406882435484694748,why did civilians become targets in world war 2?,in order to terrorize and disrupt their usual activities,naturalquestions
4044056,why light pollution is bad?,"the inappropriate or excessive use of artificial light – known as light pollution – can have serious environmental consequences for humans, wildlife, and our climate. components of light pollution include: glare – excessive brightness that causes visual discomfort.",gooaq
70362,can insulation cause allergies,"yes, insulation can cause allergies",msmarco
1165070,what can cause night sweats and hot flashes in women,the hot flashes that accompany the menopausal transition can occur at night and cause sweating.,msmarco
993558,does gestational diabetes cause protein in urine?,"gestational diabetes may increase the risk of preeclampsia, a maternal condition characterized by high blood pressure and protein in the urine. women with gestational diabetes are also at increased risk of having type 2 diabetes after the pregnancy.",gooaq
583781,what cause fluid in the ankles and feet,"excess body mass can decrease blood circulation, causing fluid to build up in the feet, legs, and ankles.",msmarco
-767592543083587576,why did japan attack the us in world war ii?,"preventive action to keep the u.s. pacific fleet from interfering with its planned military actions in southeast asia against overseas territories of the united kingdom , the netherlands , and the united states",naturalquestions
1014226,does thyroid issues cause weight gain?,"symptom: weight gain or loss an unexplained change in weight is one of the most common signs of a thyroid disorder. weight gain may signal low levels of thyroid hormones, a condition called hypothyroidism. in contrast, if the thyroid produces more hormones than the body needs, you may lose weight unexpectedly.",gooaq
584218,what caused the scars on singer seal's face,disease lupus,msmarco
4017681,why ionic compounds dissolve in polar solvents?,"ionic substances are generally most soluble in polar solvents; the higher the lattice energy, the more polar the solvent must be to overcome the lattice energy and dissolve the substance. because of its high polarity, water is the most common solvent for ionic compounds.",gooaq
1295338459269483033,why is it necessary to control variables in an experiment?,minimize the effects of variables other than the independent variable,naturalquestions
84857,causes for glute medius pain,"sitting for long periods of time with legs crossed, standing on hard surfaces for an extended time, walking and carrying a heavy item, carrying a child on the hip, always carrying heavy objects on one side, trigger points.",msmarco
-5961025415570286312,how did wesley chapel florida get its name?,the methodist chapel that stood on the northwest corner of sr 54 and boyette road,naturalquestions
-8210795025237755799,why does the temperature increase in the thermosphere?,due to absorption of highly energetic solar radiation,naturalquestions
4861826454876054405,what was the effect of the twenty sixth amendment?,prohibits the states and the federal government from using age as a reason for denying the right to vote to citizens of the united states who are at least eighteen years old,naturalquestions
3134024,what happens if u block someone on snapchat?,"when you block a person on snapchat, they won't be able to look at your story or group charms. they also won't be able to send you snaps or chats. so, assuming they don't have another way to contact you, and they aren't friends with you on another social media site, blocking will cut them off from you.",gooaq
570de6bd0dc6ce1900204cfa,what chemical was discovered to have caused the hole in the ozone?,chlorofluorocarbons,squad2
-7587666568851360018,how did king herod die in the book of acts?,"eaten by worms , after an angel struck him for not giving glory to god while being worshiped by sycophants",naturalquestions
-5052783935813135377,what gas in the stratosphere causes temperatures to increase with altitude?,ozone,naturalquestions
5730b9a8396df919000962e4,why did the sumerian farmers make their oxen stomp the ground?,kill weeds,squad2
4061712,why we need to study organisational behaviour?,"the study of organizational behaviour gives insight on how employees behave and perform in the workplace. it helps us develop an understanding of the aspects that can motivate employees, increase their performance, and help organizations establish a strong and trusting relationship with their employees.",gooaq
4xiir1,Why does moving in water feel colder than just staying still in water? ,"Just as wind feels colder than no wind, when you stand still in the water the water closest to your body heats up and acts as an isolator. When you move the water does not have time to heat up and stays the temperature of the rest of the water.",eli5
-5433922012182279540,what is the relatively rare condition that can cause respiratory​ depression?,hypoxia,naturalquestions
587038,what causes death wobble when braking,"caused by loose control arm or track bar bushings, loose or worn out tie-rod ends.",msmarco
593184,what causes unrelenting scapula pain,"it caused by sleeping position, degenerative diseases such as arthritis, excessive usage of the shoulder. myofascial pain syndrome is also one of the causes of scapular pain, especially below the right shoulder blade.",msmarco
1385071,how long will the morning after pill side effects last?,"if you're breast-feeding, ulipristal isn't recommended. side effects of the morning-after pill, which typically last only a few days, might include: nausea or vomiting. dizziness.",gooaq
1064273,why do cells need atp,energy is usually liberated from the atp molecule to do work in the cell.,msmarco
3xjozy,Why does soda in glass taste different than canned or fountain?,"Basically, canned soda has a higher level of quality control.

Canned soda comes from the factory with a consistent taste and carbonation whereas soda served in a glass comes from a machine which can have varying levels of carbonation and different ratios of flavor to water depending on how the machine is set up.",eli5
-4930333420857255793,how did the kinks get their distorted sound?,guitarist dave davies of the kinks used a razor blade to slash his speaker cones,naturalquestions
1193993,how does an inheritance affect my social security benefits?,"if you are a social security disability insurance (ssdi) recipient and receive an inheritance, it will not affect your benefits. ... however, if you are receiving supplemental security income (ssi) benefits and have recently inherited funds, your benefits may potentially be affected.",gooaq
591139,what causes rash on face,"environment, infection, stress, heat, allergens, immune system disorders and medication.",msmarco
589371,what causes lesions in the liver,"choledochal cysts, hepatocellular carcinomas or liver malignancy at primary stage and metastases.",msmarco
977062,does apple cider vinegar cause aching joints?,"when consumed, apple cider vinegar reduces the pain and stiffness of arthritis by dissolving the acid crystals that build up in the joints. once it is processed, apple cider vinegar leaves behind an alkaline residue that helps balance the body's ph.",gooaq
4493097839839461098,what did effect election of 1860 in the history of america?,primary catalyst of the american civil war,naturalquestions
590935,what causes polymyalgia rheumatica,immune system abnormalities and genetic factors.,msmarco
591359,what causes salty taste in mouth,dehydration as a cause of a salty taste in the mouth.,msmarco
5728fb0daf94a219006a9eb7,how did jan joosten van lodensteijn die?,drowned after his ship ran aground,squad2
7229908345584611897,why is a movie trailer called a trailer?,from their having originally been shown at the end of a feature film screening,naturalquestions
8343515897360433557,why do birds have eyes on either side of their head?,"a wide visual field , useful for detecting predators",naturalquestions
-5836939983064151437,what were the effects of chlorine gas in ww1?,"damage to the eyes , nose , throat and lungs",naturalquestions
2gb4vk,"Why does being in 20 degree water feel so much colder than 20 degree air? Like, if I jump in my lake which is 20 degrees celcius, why does it feel so much colder than if I were to stand outside in 20 degree weather?","Liquid water absorbs heat much more rapidly than air. When you are exposed to 20C air, the heat from your body slowly radiates away into the surrounding air, leaving a small layer of warmer air near your skin. Wind blows this away (one reason that you feel cooler when the wind blows. The other reason has to do with evaporative cooling, but that's not relevant here.)

When you are exposed to 20C water, heat is very rapidly absorbed and dissipated through the water, so there's no layer protecting you. Your skin rapidly cools as it gives away its heat, making you feel, well... cold.",eli5
1072001,why is salivary amylase active in the mouth but inactive in the stomach,salivary amylase is active in the mouth in order to break down starch into glucose it carries its function out in the environment where the ph is 6.7- 7.0 however activity decreases as the ph changes which is in the stomach where the environment is more acidic.,msmarco
171573,does soy lecithin cause allergic reactions,"no, soy lecithin does not contain enough soy protein to cause an allergic reaction even in soy-allergic patients.",msmarco
1459305146682058509,why is mohenjo daro considered one of the most advanced cities of its time?,sophisticated civil engineering and urban planning,naturalquestions
2lq724,Why is inflation considered good for society? ,"A low rate of inflation is good because it provides an incentive for people to spend/invest their money rather than sit on it.  If there was deflation, everybody would spend as little money as possible, because their money would be worth more the longer they held onto it.  This would basically bring the economy to a halt as people stopped buying things except the essentials.",eli5
4678576161853116848,why is the greatest number of species found in the ecotone?,the edge effect,naturalquestions
75648,can welding cause blindness,"yes, without taking safety precautions, light can literally burn the insides of your eyes and cause temporary or permanent blindness.",msmarco
4003805,why does my stomach feel hard and bloated after i eat?,"if you have trouble digesting certain foods — for example, dairy for lactose intolerance — consuming that food can result in bloating and swelling that can make your stomach feel hard. ibs can cause several symptoms that may result in a hard stomach: bloating.",gooaq
1063751,why did the us want to use a nuclear bomb against japan,the united states wanted to force japan's surrender as quickly as possible to minimize american casualties.,msmarco
3956815,why are dbs checks important?,"a dbs check refers to the disclosure and barring services, which helps employers make safer recruitment decisions and prevent unsuitable people from working with vulnerable groups, including children. ... safer recruitment training and dbs checks can help you ensure that this never happens.",gooaq
1202490,how does the digestive system affect diabetes?,"over time, diabetes can affect many parts of your body. one of those is the vagus nerve, which controls how quickly your stomach empties. when it's damaged, your digestion slows down and food stays in your body longer than it should. this is a condition called gastroparesis.",gooaq
-2048413978342594034,why were the old testament scriptures translated into greek?,to make it easier for greek speakers to understand holy scripture,naturalquestions
9112341776735906979,why did the government offer each railroad company building the transcontinental railroad land?,to allow the companies to raise additional capital,naturalquestions
5193857,does high blood pressure cause bags under eyes?,"meek said fluid retention causes the bag to be accentuated. diseases of the kidney and liver, high blood pressure and the premenstrual period can all cause the body to retain fluid. older people tend to experience bags because the skin under the eye relaxes with age.",gooaq
4fpbrn,Why do hairlines recede?,"A receding hairline (and male pattern baldness) is linked to an increased level of testosterone. While other factors also come into play (genes and age come to mind) testosterone is a fairly significant factor. 

Testosterone is converted by the body into dihydrotestosterone (DHT), which causes the follicles to shrink, leading to a cessation of hair growth. The drug Finasteride (also known as Proscar) blocks this conversion, which not only stops this process, but can even reverse it (in a few months).

If this is a concern of yours, you should get in touch with your doctor now, as it is easier to keep what hair you have than it is to grow it back.",eli5
1lrmha,Why does fire give off light? ,"Anything that isn't very cold gives off light. It is one of the properties of matter.

The color of that light depends on how cold it is.

You, warm blooded human, glow in the far infrared, which is light that is too low in energy for our eyes to see. As things get hotter, the light they give off is higher in energy. When you get to the temperature of a stove, some of that light becomes visible, a deep cherry red.

The flames are actually partially burnt stuff. They contain tiny particles of carbon, which, when they cool, become soot. In the flame, they are heated to a high temperature. They are hot enough to glow in yellow and orange light.

Going further, the hot flame of a gas stove glows in the higher energy, blue colors. As things get even hotter, like the hot plasma of an arc welder, much of the light is no longer visible - it has become damaging, very high energy ultra-violet light.",eli5
1077609,will loperamide cause constipation,"yes, loperamide will cause constipation.",msmarco
1086129,what causes local winds>,local winds can be caused by small temperature differences that exist within larger systems.,msmarco
1074509,why use bain marie?,a bain marie is used to heat substances to a controlled temperature.,msmarco
794591327256113902,why do we have a uvula in the back of your throat?,"during swallowing , the soft palate and the uvula move together to close off the nasopharynx , and prevent food from entering the nasal cavity",naturalquestions
3956978,why are descriptive statistics important?,"descriptive statistics are very important because if we simply presented our raw data it would be hard to visualize what the data was showing, especially if there was a lot of it. descriptive statistics therefore enables us to present the data in a more meaningful way, which allows simpler interpretation of the data.",gooaq
589701,what causes lymphatic filartisis,"the worms wuchereria bancrofti, brugia malayi, and brugia timori.",msmarco
1083867,causes of a visual tia,a tia happens because a blood clot momentarily clogs an artery.,msmarco
56e722d937bdd419002c3d8e,would observing daylight saving time have a small or large effect on how light it is during the workday in areas at high latitudes?,small,squad2
56e1a815e3433e1400423086,what threats can hydrogen cause to human saftey?,"potential detonations and fires when mixed with air to being an asphyxiant in its pure, oxygen-free form",squad2
65324,can candida intertrigo cause erosions,"yes,intertrigo is primarily caused by skin-on-skin friction and is characterized by initial mild erythema that may progress to a more intense inflammation with erosions.",msmarco
2902819,what are the possible side effects of hepatitis b vaccine?,"the most common side effects are usually mild and last 1-2 days. severe allergic reactions following vaccination are rare, but can be life threatening. symptoms of a severe allergic reaction may include hives, swelling of the face and throat, difficulty breathing, a fast heartbeat, dizziness, and weakness.",gooaq
2928049,what are the side effects of taking calcium supplements?,"calcium supplements cause few, if any, side effects. but side effects can sometimes occur, including gas, constipation and bloating. in general, calcium carbonate is the most constipating. you may need to try a few different brands or types of calcium supplements to find one that you tolerate the best.",gooaq
4047804,why noise pollution is harmful?,"loud sounds can damage sensitive structures of the inner ear and cause hearing loss. this makes conversation and other daily activities more difficult, and also causes many other health problems. exposure to noise causes adverse health effects like stress, anxiety, depression, high blood pressure, and heart disease.",gooaq
71494,can mono affect your liver,"yes, mono can affect your liver.",msmarco
4055837,why tdd is better than fdd?,"3- unlike fdd, which requires a pair of channels, tdd only requires a single channel for both downlink and uplink providing greater flexibility for adaptation to varied global spectrum allocations.",gooaq
-2771337557111641260,why did the us make the gadsden purchase?,as a better route for the construction of the southern transcontinental railway line,naturalquestions
2591607527222531688,causes of reverse splitting of second heart sound?,aortic stenosis,naturalquestions
-3926355039635620314,why do nomadic herders move their livestock from place to place?,to find fresh pastures on which to graze,naturalquestions
166562,does gabapentin cause memory loss,"yes, it is short-term memory loss.",msmarco
4222762187177832592,how did the british punish the colonists after the boston tea party?,the intolerable acts,naturalquestions
4063626,why xenon is an unreactive element?,"xenon is a member of the zero-valence elements that are called noble or inert gases. it is inert to most common chemical reactions (such as combustion, for example) because the outer valence shell contains eight electrons.",gooaq
2995079,what causes the bottom leaves of tomato plants to turn yellow?,"watering problems too much or too little water can cause yellow tomato leaves. soak tomatoes thoroughly once every five to seven days, depending on weather and soil type. ... water tomato plants carefully at the base of the plant and keep the leaves as dry as possible.",gooaq
2994009,what causes loss of bladder sensation?,"neurogenic bladder is the name given to a number of urinary conditions in people who lack bladder control due to a brain, spinal cord or nerve problem. this nerve damage can be the result of diseases such as multiple sclerosis (ms), parkinson's disease or diabetes.",gooaq
3956510,why are cuban cigars still illegal?,"the ban dates back to february 1962, when president john f. kennedy established a strict trade embargo on all imports from cuba in order to take a stand against and weaken fidel castro's communist regime. cuba is still a totalitarian communist state , so the embargo remains.",gooaq
6p0isn,Why do we forget about all the surroundings when watching a screen? ,"The surroundings are usually dark when watching a movie or similar, which limits what you can see. There's also usually not much happening in the background for you to focus on, especially compared to what you are watching/playing.",eli5
4003955,why does my stomach hurt after drinking a beer?,"put simply, alcohol irritates your digestive system. drinking – even a little – makes your stomach produce more acid than usual, which can in turn cause gastritis (the inflammation of the stomach lining). this triggers stomach pain, vomiting, diarrhoea and, in heavy drinkers, even bleeding.",gooaq
7148003627174956664,why did the aztecs built floating gardens in their capital city of tenochtitlan?,for agriculture and to dry and expand the island,naturalquestions
6w4a4t,"Why are ""official"" places so against PO Boxes?","These places want more than just to be able to send you mail; they need to know where you live.  For example, your DMV address will be used by the police if your vehicle does illegal things.  Your job needs to know so they can deduct the correct tax and the bank probably has a similar story.  In many places it would be easy to have a PO Box is a different state from your residence.",eli5
7705743,what causes yeast infections under the arms?,"in cutaneous candidiasis, the skin is infected with candida fungi. this type of infection is fairly common. it can involve almost any skin on the body, but most often it occurs in warm, moist, creased areas such as the armpits and groin. the fungus that most often causes cutaneous candidiasis is candida albicans.",gooaq
746498,can osphena cause breast cancer?,these include an increased risk of breast cancer. the use of progestins with osphena therapy was not evaluated in the clinical trials. clinical surveillance of all women using osphena is important.,gooaq
1065651,why do some volcanic eruptions consist mostly of lava flows,lava flows can form during fountaining eruptions or they can well out of the ground with little or no pyroclastic activity.,msmarco
-3857094998209820073,what is the biggest cause of poverty in america?,unemployment,naturalquestions
3983070,why can simple unicellular organisms rely on diffusion?,"a simple, unicellular organism (consisting of one cell) can rely on diffusion to move substances into and out of the cell. its surface area is large compared to its volume , so nutrients and other substances can pass quickly through the membrane and around its 'body'.",gooaq
587614,what causes excess drool,it can occur with any condition that impairs neuromuscular control of the muscles around the mouth.,msmarco
3018685,what did the treaty of versailles affect germany?,"the treaty of versailles punished defeated germany with these provisions. some disarmed the german military, while others stripped the defeated nation of territory, population and economic resources, and forced it to admit responsibility for the war and agree to pay reparations.",gooaq
1069920,why is critical thinking important for business,"critical thinking helps employees gather all of the information required to analyze a situation, generate optimal solutions to a problem and get feedback from all the people involved in the situation. all of these steps, she said, contribute to better business solutions overall.",msmarco
4018231,why is a healthy organizational culture important?,"in a company that values workers for their contribution to the business, employees experience high morale and a positive attitude toward the organization. ... a healthy corporate culture can help a company retain valuable employees and reduce human resources costs.",gooaq
-8155033992331602627,the m in mrna stands for messenger. why is this molecule called messenger rna?,rna molecules that convey genetic information from dna to the ribosome,naturalquestions
572a329aaf94a219006aa885,what were the causes of famine in early farm towns?,drought or pests,squad2
3957412,why are domestic cats so small?,"the felis group probably evolved 8-10 million years ago, in the area near the mediterranean sea. these cats are smaller, as natural selection likely favored animals in this region that could live on small prey and live in smaller shelters, such as sand dune caves.",gooaq
587837,what causes feet and ankle swelling,"fluid retention, or oedema.",msmarco
2t3u4s,"Why do we always see sketches of popular courts trials on news sites? Would love to know. 

Still diggin...","Courtrooms don't always allow photography. Newspapers wanting an image will send an illustrator, instead.",eli5
5727e4fd2ca10214002d98eb,what is the cause of lock grooves on vinyl records?,dust and scratches,squad2
4051768,why raw milk is bad?,"raw milk is milk from cows, sheep, and goats — or any other animal — that has not been pasteurized to kill harmful bacteria. raw milk can carry dangerous bacteria such as salmonella, e. coli, listeria, campylobacter, and others that cause foodborne illness, often called “food poisoning.”",gooaq
4033036,why is nvme so fast?,"nvme works with pci express (pcie) to transfer data to and from ssds. ... nvme enables a faster interface for leveraging the speeds that ssds are capable of. as ssds began to replace slower hard disk drives (hdds) in computers as primary storage, a new interface was needed to make use of the faster speed capability.",gooaq
581001,what can cause a gear shift to lock up,a bad fluid pump and a problem on gear selector linkage.,msmarco
5n2kvh,Why is driving into mild to heavy snowfall at night so disorienting? ,"Snow is reflective of light, so snow falling in front of your headlights and reflecting contrasts with the darkness around it in a major way and is very disorienting. Also, snow is moving. When it's really coming down, it's hard to adjust your eyes to the road when it's trying to process the image of thousands of constantly moving tiny objects in front of it. Combine these two things, and it creates a quite disorienting experience.",eli5
5532127897911457004,doctrine of lapse was one of the causes of which rebellion?,the indian rebellion of 1857,naturalquestions
70328,can inflammation cause pain,"yes, inflammation can cause pain.",msmarco
3831425133247930885,why was the decision in the dred scott v. sandford (1857) supreme court case significant?,"the decision immediately spurred vehement dissent from anti-slavery elements in the north , and proved to be an indirect catalyst for the american civil war",naturalquestions
1072153,why is spinal cord enlarged at base of cervical and lumbar region,"in order to accomodate the extra neurons involved with the motor control going to, and sensations coming from, the upper and lower limbs.",msmarco
56d632371c85041400946fe4,a dog scratch can lead to what medical condition?,infections.,squad2
5m60xt,Why does moving forward or backward on a bike make it easier to balance?,"When the bike is moving, turning the handlebars causes the front wheel to move sideways, which gives you a way to correct a fall. When the bike is stationary, that doesn't work any more.",eli5
2991616,what causes a high creatinine level?,"generally, a high serum creatinine level means that your kidneys aren't working well. your creatinine level may temporarily increase if you're dehydrated, have a low blood volume, eat a large amount of meat or take certain medications. the dietary supplement creatine can have the same effect.",gooaq
4303323468206732378,pyelonephritis is usually caused by which type of organism?,"bacterial infection , most commonly escherichia coli",naturalquestions
1120369927647020346,what caused the eagle creek fire in oregon?,reportedly caused by teenagers igniting fireworks during a burn ban,naturalquestions
4060688,why was the aswan built?,"the high dam was constructed between 1960 and 1970. its aim was to increase the amount of hydroelectric power, regulate the flooding of the nile and increase agricultural production. the aswan high dam is 3,830 metres long, 980 metres wide at the base, 40 metres wide at the crest (the top) and 111 metres tall.",gooaq
588330,what causes grey hair to yellow,"medication, food, and health conditions can also turn your grey hair yellow from inside the hair shaft.",msmarco
590199,what causes nerve pain,"some of the causes of nerve pain included nerve compression from disc herniation, spinal stenosis, peripheral nerve injury, metabolic diseases such as diabetes, lupus, multiple sclerosis, hiv, lead ingestion, vitamin deficiencies such as b-12, complex regional pain syndrome and cancer and other tumors",msmarco
3987758,why did south carolina threaten to secede?,"in november 1832, the nullification convention met. the convention declared the tariffs of 1828 and 1832 unconstitutional and unenforceable within the state of south carolina after february 1, 1833. it was asserted that attempts to use force to collect the taxes would lead to the state's secession.",gooaq
572f7dba947a6a140053c9c1,how did einstürzende neubauten come up with their new industrial sound?,"avant-garde noise, homemade instruments and found objects",squad2
7508504891247030683,why do the ruins of the chernobyl disaster need to be covered?,"to limit radioactive contamination of the environment following the 1986 chernobyl disaster , by encasing the most dangerous area and protecting it from climate exposure",naturalquestions
1073623,why npv uses wacc not roe,"in capital budgeting we use the wacc, adjusted for project-specific risk, to calculate the net present value (npv). using a company’s overall wacc in evaluating a capital project assumes that the project has risk similar to the average project of the company.",msmarco
572eb943c246551400ce4575,"why did libya become an ""international pariah""?",gaddafi's support for foreign militants and alleged responsibility for the lockerbie bombing,squad2
4010977,why ejaculation makes you tired?,"prolactin levels are naturally higher during sleep, and animals injected with the chemical become tired immediately. this suggests a strong link between prolactin and sleep, so it's likely that the hormone's release during orgasm causes men to feel sleepy.",gooaq
4010007,why drain a hot water heater?,"draining a water heater helps flush out this sediment, usually made up of minerals and other debris, that may cause it to malfunction, says the diy network. if you do not properly maintain your water heater, it may not work efficiently or could simply stop working at all.",gooaq
572f52dc947a6a140053c882,why has defining pain been a challenge?,"complex, subjective phenomenon",squad2
1zdawu,"Why does chopping onions make us cry, but a bowl of raw onions already sliced doesn't cause the burning or tears? ","Crying comes from you actually breaking cells, which releases sulfenic acids. They dissipate pretty quickly. Which is why you can avoid having your eyes tearing up by chopping onions under running water",eli5
3971231,why are pteridophytes more advanced than bryophytes?,pteridophytes are better known as the 'vascular cryptogams' because they possess vascular tissue for the conduction of water and food material. they occupy an intermediate position between bryophytes and phanerogams (seed plants).,gooaq
87434,causes of microscopic blood detection in the urine,"infection of the urine, (often called a urinary tract infection or uti) stemming either from the kidneys or bladder, is a common cause of microscopic blood detection in the urine.",msmarco
5457679,how does type 1 diabetes affect people's lives?,"over time, type 1 diabetes complications can affect major organs in your body, including heart, blood vessels, nerves, eyes and kidneys. maintaining a normal blood sugar level can dramatically reduce the risk of many complications. eventually, diabetes complications may be disabling or even life-threatening.",gooaq
3949138,why abraham lincoln is important?,"abraham lincoln was the 16th president of the united states of america, who successfully prosecuted the civil war to preserve the nation. he played in key role in passage of the thirteenth amendment, which officially ended slavery in america.",gooaq
572640d4271a42140099d7d3,"does the halogen bulp increase, reduce, or have no effect on filament evaporation?",reduces,squad2
3943787390907345605,why did the united states send troops to fight in vietnam?,to prevent a communist takeover of south vietnam,naturalquestions
2546865068416020249,why did the news of the world shut down?,the ongoing phone hacking scandal,naturalquestions
570d9ca3df2f5219002ed036,which weapon caused a major shift in anti-aircraft strategy?,guided missile,squad2
66735,can dramamine cause diarrhea,"yes,dramamine can cause diarrhea.",msmarco
1069134,why is a crown on a tooth sensitive to cold,the crown is luted to tooth the luting cement used may have dissolved in some places allowing thermal stimuli used to coat and protect dentinal tubules contain a lot of nerve endings which are sensitive to cold.,msmarco
3w6nz3,"Why does covered parking stop condensation from forming on a car window? My friend leaves his car out, and I park my car under just roofed covered parking (with no walls, so our cars are exposed to the same weather conditions). When we wake up on cold mornings, his car usually has condensation on it, and mine's is completely dry. ","The roof traps an immense amount of heat coming from the cars and the earth which helps to maintain a more stable temperature.  Normally, the car traps some of the heat inside of it and that's what causes the difference in temperature that creates the condensation.  In a roofed structure it's slightly more temperature consistent which keeps it closer in temperature between the car and the outside in comparison.",eli5
1164612,what causes vitamin b2 deficiencies,"the main causes of vitamin b2 deficiency is an unbalanced diet that doesn’t contain enough foods with riboflavin. alcohol impairs the utilization of riboflavin in the body therefore, alcoholics are at a higher chance of suffering from vitamin b2 deficiency.",msmarco
984495,does degenerative disc disease cause chronic pain?,"degenerative disc disease typically consists of a low-level chronic pain with intermittent episodes of more severe pain. degenerative disc disease in the lumbar spine can cause pain in the lower back, hips, and legs. painful disc degeneration is common in the neck (cervical spine) and lower back (lumbar spine).",gooaq
5726e5c9f1498d1400e8ef3e,why did bell labs create their new type of capacitor?,to complement their newly invented transistor,squad2
591993,what causes spots on tree leaves,"they are caused by fungi, but a few unique diseases are caused by bacteria or other pathogens.",msmarco
57276d2ff1498d1400e8f7da,what weather phenomenom can weaken storms but cause major ice events in nw north carolina?,cold air damming,squad2
214371,how did pia mia become famous,"pia mia started by posting videos of herself singing on video sharing site youtube, later going on to star in commercials and music videos.",msmarco
b1a2e9,How did cavemen’s teeth not rot out or become infected? ,"Their diets had significantly less sugar. Even the Romans had better teeth than modern citizens. Less sugar equals less bacteria, which causes less problem.",eli5
-8266441756184478749,why is ten pin bowling not an olympic sport?,lacks inexpensive or easy access for youth in the underdeveloped world to acquire skill and proficiency,naturalquestions
570be1b6ec8fbc190045bbb9,what caused the loss of biodiversity?,formerly huge gene pools of various wild and indigenous breeds have collapsed causing widespread genetic erosion,squad2
689453,can bph cause kidney damage?,"in the most severe cases, bph can lead to infection, bladder damage, or kidney damage. it's not common, but bph can lead to renal failure. that's why it's important to seek treatment for bph before it causes damage to your kidneys. the good news is that most men with bph don't develop kidney damage or renal failure.",gooaq
4492088526674104172,why does kerosene oil rise up in the wick of lantern?,capillary action,naturalquestions
885196523852980425,why do you test water with benedict's reagent?,"detects the presence of aldehydes and alpha - hydroxy - ketones , also by hemiacetal , including those that occur in certain ketoses",naturalquestions
572fbb02b2c2fd14005683bb,why were the english clubs banned from european competition in the 1980's?,english clubs were banned from european competition for five years following the heysel stadium disaster in 1985.,squad2
-8858067623629853095,what was an economic effect of world war ii?,much of the european industrial infrastructure had been destroyed,naturalquestions
3951679,why are age restrictions important?,"they purport to “protect youth” from hazards until they're mature enough to handle them, and to “save lives.” they prevent supposedly reckless experimentation during teen years that can solidify as problems in older ages. they establish a clear delineation between childhood and adult rights.",gooaq
1165996,what are the effects of too much sugar in my diet,"sugar does raise blood sugar (hyperglycemia), and diabetics with consistently high blood sugars are at risk for diabetic complications such as vision problems, nerve damage, kidney and heart disease, and skin disorders.",msmarco
84585,cause of unexplained weight loss,an inadequately nutritious diet relative to a person's energy needs.,msmarco
4039434,why is vbr better than cbr?,the biggest advantage of vbr when compared to cbr is the sound quality to file size ratio. you can usually achieve a smaller file size by encoding audio with vbr rather than cbr because of the way the bitrate is altered depending on the nature of the sound.,gooaq
qxoz1,Why does almost everyone who drives think it's ok to go up to 5 miles per hour OVER the speed limit? ,"The most likely reason is that 5 mph is within the speedometer's and radar gun's margin of error, so pulling people that are going 5mph over would result in a ton of legal headaches for everybody.",eli5
